#199	2016-01-21	accepted,help wanted,test-infra	Test non-Linux procfs collector support (e.g. Solaris)
#295	2016-08-31	accepted,help wanted	Network namespace awareness
#383	2016-12-22		Define some light-weight maintainer processes
#402	2017-01-04		Cross compiled netbsd binaries segfault in netbsd 7.0 VM
#478	2017-02-28	enhancement,accepted,help wanted	Improve end-to-end tests
#535	2017-03-24	enhancement,accepted,help wanted	Add neighbor stats
#600	2017-06-12	enhancement,accepted,help wanted	Way to distinguish bind mounted path ? 
#754	2017-12-06	enhancement	Add System V semaphores and shared memory metrics
#866	2018-03-26	enhancement	Wishlist: metric for inotify watches
#987	2018-06-27	enhancement	RFE: Add support for CIFS
#993	2018-07-06		Mounstats collector ignores NFS mount even if metrics are different
#1007	2018-07-18	bug	Panic and crash when supervisord collector enabled, yet supervisord not listening on 127.0.0.1:9001
#1012	2018-07-20		Plugin.open throws runtime error while doing make build, but works when i do static build "go build"
#1017	2018-07-23		SmartOS build fail LDFLAGS: -fno-stack-protector -lssp
#1054	2018-08-28		 nfs server stop,but nfs client is mountiong,node_export is down
#1065	2018-09-11		Empty reply from server in roughly every other call to the node exporter metrics endpoint
#1085	2018-09-25	accepted	Proposal: collect mdraid metrics from sysfs instead of parsing /proc/mdstat
#1141	2018-11-02	enhancement,help wanted	Feature Request to resolve Virtual-IPs to Hostnames in ipvs collector
#1163	2018-11-19		node-exporter retrying every second
#1170	2018-11-26		Where can I see a detailed explanation of all the metrics ?
#1260	2019-02-11	platform/FreeBSD	Release FreeBSD binaries
#1266	2019-02-19		sas3ircu textfile exporter
#1276	2019-03-05		Distinguish between enabling collectors additively vs. by enumeration
#1295	2019-03-21		smartmon.py ignore raw value
#1327	2019-04-21	enhancement,accepted,help wanted	Feature request: ARM6 Docker image
#1350	2019-05-20		implement handling of systemd active (exited) status 
#1353	2019-05-24		Stuck NFS mount unexpected behavior (+ Proposal)
#1379	2019-06-14		Add filter flag to mountstats
#1397	2019-06-25	help wanted,platform/Linux	Provide useful alert rule samples
#1405	2019-06-28		Move buildkite steps to pipeline.yml
#1424	2019-07-12		Recent container images published to quay.io lack signatures
#1440	2019-07-31	enhancement,accepted,collector/systemd	[node_exporter][metric] node_systemd_unit_state with labels: "high-level unit activation state" and "low-level unit activation state" 
#1462	2019-08-29		error gathering metrics: collected metric \"apt_upgrades_pending\" ... was collected before with the same name and label values
#1477	2019-09-09		can't compile on Solaris/SmartOS
#1498	2019-09-24	bug	node_filesystem_{size,avail}_bytes report wrong values for ZFS filesystems
